"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59","Logout 버튼 클릭 시 로그아웃 처리 및 페이지 이동이 완료된다","Header","2026-08-05","passed","2026-08-05","","","",""
"","2","중복 이메일로 가입하면 에러를 던진다","signup API","2026-08-05","passed","2026-08-05","","","",""
"","3","소메뉴가 없는 경로는 빈 Set을 반환한다","getInitiallyExpandedKeys","2026-08-05","passed","2026-08-05","","","",""
"","4","사이트 로고가 렌더링된다","Header","2026-08-05","passed","2026-08-05","","","",""
"","67","확인 버튼 클릭 시 SMILES를 onConfirm으로 전달한다","KetcherLoader","2026-08-05","passed","2026-08-05","","","",""
"","36","type T 응답 시 token을 포함한 응답을 반환한다","login API","2026-08-05","passed","2026-08-05","","","",""
"","60","컬럼 헤더 경계를 드래그하면 해당 컬럼 너비가 변경된다","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","2","성공 시 statusCode 200을 반환한다","signup API","2026-08-05","passed","2026-08-05","","","",""
"","1","page로 다음 페이지 데이터를 슬라이싱한다","item API","2026-08-05","passed","2026-08-05","","","",""
"","3","type O 응답 시 token 없이 응답을 반환한다","login API","2026-08-05","passed","2026-08-05","","","",""
"","3","UTC 23:00 → KST 다음날 08:00","formatDateTime","2026-08-05","passed","2026-08-05","","","",""
"","235","대메뉴 버튼 클릭 시 소메뉴가 토글된다","Sidebar","2026-08-05","passed","2026-08-05","","","",""
"","39","Authorization 헤더에 sessionStorage 토큰을 자동으로 포함한다","api client","2026-08-05","passed","2026-08-05","","","",""
"","154","폼 입력값이 유지된다","LoginPage","2026-08-05","passed","2026-08-05","","로그인 폼 (UI 및 입력)","",""
"","0","UTC 15:00 → KST 다음날 00:00로 변환된다 (경계값)","formatDateTime","2026-08-05","passed","2026-08-05","","","",""
"","1","범위를 넘는 page를 요청하면 빈 배열을 반환하지만 statusCode는 200이다","item API","2026-08-05","passed","2026-08-05","","","",""
"","3","POST 요청 시 본문을 JSON으로 전송한다","api client","2026-08-05","passed","2026-08-05","","","",""
"","297","페이지당 표시 개수를 10개로 바꾸면 1페이지가 다시 계산되고 총 개수 요약이 갱신된다","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","11","기본 조회 시 첫 페이지(10건)와 전체 통계를 반환한다","item API","2026-08-05","passed","2026-08-05","","","",""
"","3","토큰 없으면 Authorization 헤더가 없다","api client","2026-08-05","passed","2026-08-05","","","",""
"","0","월/일 경계값을 처리한다 (월 말일)","formatDate","2026-08-05","passed","2026-08-05","","","",""
"","1","logout()은 sessionStorage의 accessToken을 제거한다","authStore","2026-08-05","passed","2026-08-05","","","",""
"","2","서버 오류 시 에러를 던진다","withdraw API","2026-08-05","passed","2026-08-05","","","",""
"","656","제목과 컬럼, 샘플 데이터가 렌더링된다","SafetyMsdsPage","2026-08-05","passed","2026-08-05","","","",""
"","0","UTC 14:59 → KST 23:59 (경계값)","formatDateTime","2026-08-05","passed","2026-08-05","","","",""
"","314","제목과 플레이스홀더 컬럼이 렌더링되고, 데이터가 없으면 안내 문구가 표시된다","SafetyHazardousChemicalPage","2026-08-05","passed","2026-08-05","","","",""
"","1","토큰 삭제 후 다시 requireAuth를 호출하면 redirect된다","requireAuth","2026-08-05","passed","2026-08-05","","","",""
"","2","HTTP 에러 응답(500)을 처리한다","api client","2026-08-05","passed","2026-08-05","","","",""
"","295","ID 헤더를 클릭하면 오름차순, 다시 클릭하면 내림차순으로 정렬된다","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","33","isOpen=false이면 렌더링하지 않는다","KetcherLoader","2026-08-05","passed","2026-08-05","","","",""
"","260","페이지 번호 버튼을 클릭하면 해당 페이지로 이동한다","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","2","토큰 없으면 401 에러를 던진다","changePassword API","2026-08-05","passed","2026-08-05","","","",""
"","414","홈 링크와 모든 대메뉴 버튼이 렌더링된다","Sidebar","2026-08-05","passed","2026-08-05","","","",""
"","326","제목과 플레이스홀더 컬럼이 렌더링되고, 데이터가 없으면 안내 문구가 표시된다","ItemPhotoPendingPage","2026-08-05","passed","2026-08-05","","","",""
"","1","분 단위를 정확히 표시한다","formatDateTime","2026-08-05","passed","2026-08-05","","","",""
"","2","OTP 로그인 요청에 Authorization 헤더가 포함되지 않는다","otpLogin API","2026-08-05","passed","2026-08-05","","","",""
"","304","제목과 플레이스홀더 컬럼이 렌더링되고, 데이터가 없으면 안내 문구가 표시된다","SafetySpecialSubstancePage","2026-08-05","passed","2026-08-05","","","",""
"","130","검색어를 입력만 하고 검색 버튼을 누르지 않으면 getIncomingItems가 재호출되지 않는다","ItemIncomingPendingPage","2026-08-05","passed","2026-08-05","","","",""
"","0","기관관리 소메뉴 경로면 institution 그룹만 펼쳐진다","getInitiallyExpandedKeys","2026-08-05","passed","2026-08-05","","","",""
"","0","Date 객체도 입력받을 수 있다","formatDate","2026-08-05","passed","2026-08-05","","","",""
"","0","JWT 형식이 아니면 false를 반환한다","isAuthValid","2026-08-05","passed","2026-08-05","","","",""
"","309","""다음 페이지""/""마지막 페이지"" 아이콘 버튼으로 이동할 수 있다","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","1","logout()은 accessToken 제거와 isLoggedIn을 동시에 처리한다","authStore","2026-08-05","passed","2026-08-05","","","",""
"","87","본인인증 SDK 호출이 취소되면 에러를 표시한다","LoginPage","2026-08-05","passed","2026-08-05","","본인인증","",""
"","2","성공 시 statusCode 200을 반환한다","withdraw API","2026-08-05","passed","2026-08-05","","","",""
"","5","모든 네비게이션 링크가 렌더링된다","Header","2026-08-05","passed","2026-08-05","","","",""
"","0","안전관리 소메뉴 경로면 safety 그룹만 펼쳐진다","getInitiallyExpandedKeys","2026-08-05","passed","2026-08-05","","","",""
"","69","현재 경로와 무관한 대메뉴는 초기에 접혀 있다","Sidebar","2026-08-05","passed","2026-08-05","","","",""
"","50","getIncomingItems가 실패하면 에러 메시지가 표시된다","ItemIncomingPendingPage","2026-08-05","passed","2026-08-05","","","",""
"","0","만료된 토큰이면 false를 반환한다","isAuthValid","2026-08-05","passed","2026-08-05","","","",""
"","0","UTC 23:59 → KST 다음날 08:59","formatDate","2026-08-05","passed","2026-08-05","","","",""
"","1","UTC 12:30 → KST 21:30 (시간 변환)","formatDateTime","2026-08-05","passed","2026-08-05","","","",""
"","1","UTC 15:00 → KST 다음날로 변환된다 (경계값)","formatDate","2026-08-05","passed","2026-08-05","","","",""
"","4","HTTP 에러 응답(401)을 처리한다","api client","2026-08-05","passed","2026-08-05","","","",""
"","5","기본 조회 시 전체 6건을 원래 순서대로 반환한다","itemIncoming API","2026-08-05","passed","2026-08-05","","","",""
"","2","네트워크 에러를 처리한다","api client","2026-08-05","passed","2026-08-05","","","",""
"","373","제목과 물품 목록이 렌더링된다","ItemRegisterPage","2026-08-05","passed","2026-08-05","","","",""
"","255","로그인 상태면 Logout 버튼을 보여준다","Header","2026-08-05","passed","2026-08-05","","","",""
"","1","유효한 JWT 토큰이 있으면 아무것도 하지 않는다","requireAuth","2026-08-05","passed","2026-08-05","","","",""
"","4","실패 시 에러를 던진다","login API","2026-08-05","passed","2026-08-05","","","",""
"","1","UTC 14:59 → KST 23:59 (같은 날)","formatDate","2026-08-05","passed","2026-08-05","","","",""
"","0","setLoggedIn(false)는 isLoggedIn을 false로 만든다","authStore","2026-08-05","passed","2026-08-05","","","",""
"","2","현재 비밀번호가 틀리면 에러를 던진다","changePassword API","2026-08-05","passed","2026-08-05","","","",""
"","0","빈 문자열 토큰도 없는 것으로 간주한다","requireAuth","2026-08-05","passed","2026-08-05","","","",""
"","206","""다음 페이지"" 클릭 시 getIncomingItems가 다음 page로 재호출된다","ItemIncomingPendingPage","2026-08-05","passed","2026-08-05","","","",""
"","0","물품관리 소메뉴 경로면 items 그룹만 펼쳐진다","getInitiallyExpandedKeys","2026-08-05","passed","2026-08-05","","","",""
"","75","로그인 상태가 아니면 Login 링크를 보여준다","Header","2026-08-05","passed","2026-08-05","","","",""
"","4","성공 시 statusCode 200을 반환한다","changePassword API","2026-08-05","passed","2026-08-05","","","",""
"","50","getItems가 실패하면 에러 메시지가 표시된다","ItemRegisterPage","2026-08-05","passed","2026-08-05","","","",""
"","2","로그인 요청에 Authorization 헤더가 포함되지 않는다","login API","2026-08-05","passed","2026-08-05","","","",""
"","252","여러 대메뉴를 동시에 펼칠 수 있다","Sidebar","2026-08-05","passed","2026-08-05","","","",""
"","215","제목과 준비중 안내 문구를 렌더링한다","InstitutionInfoPage","2026-08-05","passed","2026-08-05","","","",""
"","137","헤더와 전체 행을 렌더링한다 (기본 페이지 크기 50 — 12건이라 1페이지에 모두 표시)","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","261","Turnstile 토큰 없이 로그인 시도하면 에러 메시지가 표시된다","LoginPage","2026-08-05","passed","2026-08-05","","Turnstile (봇 차단)","",""
"","0","whitespace만 있으면 false를 반환한다","isAuthValid","2026-08-05","passed","2026-08-05","","","",""
"","1","윤년 2월을 처리한다","formatDate","2026-08-05","passed","2026-08-05","","","",""
"","261","제목과 준비중 안내 문구를 렌더링한다","SafetyHazardousQuantityPage","2026-08-05","passed","2026-08-05","","","",""
"","0","logout()은 isLoggedIn을 false로 만든다","authStore","2026-08-05","passed","2026-08-05","","","",""
"","358","제목과 입고등록대기 목록이 렌더링된다","ItemIncomingPendingPage","2026-08-05","passed","2026-08-05","","","",""
"","0","whitespace만 있는 토큰도 없는 것으로 간주한다","requireAuth","2026-08-05","passed","2026-08-05","","","",""
"","3","setLoggedIn(true)는 isLoggedIn을 true로 만든다","authStore","2026-08-05","passed","2026-08-05","","","",""
"","0","만료된 JWT 토큰은 거부한다","requireAuth","2026-08-05","passed","2026-08-05","","","",""
"","43","Logout 버튼 클릭 시 /login으로 이동한다","Header","2026-08-05","passed","2026-08-05","","","",""
"","44","로딩 중에는 안내 문구가 표시된다","ItemRegisterPage","2026-08-05","passed","2026-08-05","","","",""
"","3","sortBy/sortOrder로 오름차순 정렬된 결과를 반환한다","itemIncoming API","2026-08-05","passed","2026-08-05","","","",""
"","0","Date 객체도 입력받을 수 있다","formatDateTime","2026-08-05","passed","2026-08-05","","","",""
"","234","업로드 버튼으로 파일을 선택하면 파일명이 표시된다","SafetyMsdsPage","2026-08-05","passed","2026-08-05","","","",""
"","274","검색어를 입력하고 검색 버튼을 누르면 getIncomingItems가 새 keyword로 재호출된다","ItemIncomingPendingPage","2026-08-05","passed","2026-08-05","","","",""
"","150","검색어를 입력하고 검색 버튼을 누르면 일치하는 행만 표시된다","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","145","체크박스를 클릭하면 해당 행이 선택된다","ItemIncomingPendingPage","2026-08-05","passed","2026-08-05","","","",""
"","144","체크박스로 행을 선택하고, 전체 선택 체크박스로 모든 행을 선택할 수 있다","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","3","유효하지 않은 입력으로 가입하면 에러를 던진다","signup API","2026-08-05","passed","2026-08-05","","","",""
"","2","KPMFP 헤더가 요청에 포함된다","login API","2026-08-05","passed","2026-08-05","","","",""
"","566","isOpen=true이면 모달이 렌더링된다","KetcherLoader","2026-08-05","passed","2026-08-05","","","",""
"","14","Turnstile 인증 실패 시 에러 메시지가 표시된다","LoginPage","2026-08-05","passed","2026-08-05","","Turnstile (봇 차단)","",""
"","24","UTC 날짜를 KST YYYY.MM.DD 형식으로 변환한다","formatDate","2026-08-05","passed","2026-08-05","","","",""
"","97","검색어를 입력만 하고 검색 버튼을 누르지 않으면 필터링되지 않는다","DataTable","2026-08-05","passed","2026-08-05","","","",""
"","2","KPMFP 헤더가 요청에 포함될 수 있다","otpLogin API","2026-08-05","passed","2026-08-05","","","",""
"","2","OTP 만료 시 에러를 던진다","otpLogin API","2026-08-05","passed","2026-08-05","","","",""
"","1","연도 경계값을 처리한다 (12월 31일)","formatDate","2026-08-05","passed","2026-08-05","","","",""
"","1","여러 번 호출해도 모두 동일하게 동작한다","requireAuth","2026-08-05","passed","2026-08-05","","","",""
"","304","검색어를 입력하고 검색 버튼을 누르면 getItems가 새 keyword로 재호출된다","ItemRegisterPage","2026-08-05","passed","2026-08-05","","","",""
"","5","잘못된 OTP 코드 시 에러를 던진다","otpLogin API","2026-08-05","passed","2026-08-05","","","",""
"","0","토큰이 없으면 false를 반환한다","isAuthValid","2026-08-05","passed","2026-08-05","","","",""
