"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","노드를 삭제하면 하위 노드까지 함께 제거된다","deleteStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","3","성공 시 statusCode 200을 반환한다","changePassword API","2026-08-19","passed","2026-08-19","","","",""
"","16","Turnstile 인증 실패 시 에러 메시지가 표시된다","LoginPage","2026-08-19","passed","2026-08-19","","Turnstile (봇 차단)","",""
"","324","버튼 클릭 시 주소 선택 완료되면 onComplete로 주소를 전달한다","AddressSearchButton","2026-08-19","passed","2026-08-19","","","",""
"","0","원본 트리를 변경하지 않는다 (최상위)","createStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","0","한글이 포함되면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidPassword","",""
"","0","중첩 노드를 삭제해도 원본의 children 배열은 그대로다","deleteStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","3","용량이 상한을 초과하면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidBusinessRegistrationFile","",""
"","0","whitespace만 있는 토큰도 없는 것으로 간주한다","requireAuth","2026-08-19","passed","2026-08-19","","","",""
"","168","제목과 준비중 안내 문구를 렌더링한다","SettingsMemberPage","2026-08-19","passed","2026-08-19","","","",""
"","2","스크립트 로드에 실패하면 에러 상태와 메시지를 노출한다","useAddressSearch","2026-08-19","passed","2026-08-19","","","",""
"","193","""다음 페이지"" 클릭 시 getItems가 다음 page로 재호출된다","ItemRegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","1","토큰이 없으면 false를 반환한다","isAuthValid","2026-08-19","passed","2026-08-19","","","",""
"","0","REPRESENTATIVE_NAME_RULE_MESSAGE는 규칙 안내 문구를 담고 있다","validationRules","2026-08-19","passed","2026-08-19","","","",""
"","37","스크립트 로드에 실패하면 에러 문구를 표시한다","AddressSearchButton","2026-08-19","passed","2026-08-19","","","",""
"","360","각 칸에 입력한 값이 하이픈으로 합쳐져 onChange로 전달된다","BusinessNumberInput","2026-08-19","passed","2026-08-19","","","",""
"","104","기존 계정이 있을 때 confirm을 취소하면 인증이 완료되지 않고 취소 안내 문구를 표시한다","RegisterPage","2026-08-19","passed","2026-08-19","","본인인증 후 기존 계정 확인","",""
"","0","6자리가 아니면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidEmailCode","",""
"","1","logout()은 sessionStorage의 accessToken을 제거한다","authStore","2026-08-19","passed","2026-08-19","","","",""
"","2","원본 트리를 변경하지 않는다 (중첩 노드 하위에 추가해도 원본의 children 배열은 그대로) — react-arborist의 SimpleTree는 root가 아닌 노드의 children을 in-place로 splice하므로, structuredClone 없이 넘기면 원본이 오염된다","createStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","81","검색어를 입력만 하고 검색 버튼을 누르지 않으면 필터링되지 않는다","DataTable","2026-08-19","passed","2026-08-19","","","",""
"","300","검색어를 입력하고 검색 버튼을 누르면 getItems가 새 keyword로 재호출된다","ItemRegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","2","주소를 선택하지 않고 팝업을 닫으면 상태가 idle로 돌아온다","useAddressSearch","2026-08-19","passed","2026-08-19","","","",""
"","0","빈 문자열이면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidEmailCode","",""
"","3","회원가입 요청에 Authorization 헤더가 포함되지 않는다","signup API","2026-08-19","passed","2026-08-19","","","",""
"","0","스토어는 여러 상태 변경을 지원한다","authStore","2026-08-19","passed","2026-08-19","","","",""
"","36","getItems가 실패하면 에러 메시지가 표시된다","ItemRegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","0","logout()은 accessToken 제거와 isLoggedIn을 동시에 처리한다","authStore","2026-08-19","passed","2026-08-19","","","",""
"","64","로그인 상태가 아니면 Login 링크를 보여준다","Header","2026-08-19","passed","2026-08-19","","","",""
"","18","mode가 'create'/'edit'이면 사업자등록증 라벨 옆에 필수 안내 문구가 표시된다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","5","maxLength/inputMode/inputClassName이 input에 그대로 적용된다 (OTP 입력 등 특수 케이스)","FormInput","2026-08-19","passed","2026-08-19","","","",""
"","0","50자를 초과하면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidRepresentativeName","",""
"","21","label prop으로 버튼 문구를 바꿀 수 있다","AddressSearchButton","2026-08-19","passed","2026-08-19","","","",""
"","4","required가 없으면 필수 표시가 렌더링되지 않는다","FormFileInput","2026-08-19","passed","2026-08-19","","","",""
"","46","컬럼 헤더 경계를 드래그하면 해당 컬럼 너비가 변경된다","DataTable","2026-08-19","passed","2026-08-19","","","",""
"","279","제목과 플레이스홀더 컬럼이 렌더링되고, 데이터가 없으면 안내 문구가 표시된다","ItemPhotoPendingPage","2026-08-19","passed","2026-08-19","","","",""
"","747","제목과 컬럼, 샘플 데이터가 렌더링된다","SafetyMsdsPage","2026-08-19","passed","2026-08-19","","","",""
"","0","PASSWORD_RULE_MESSAGE는 규칙 안내 문구를 담고 있다","validationRules","2026-08-19","passed","2026-08-19","","","",""
"","4","사업자등록 정보 필드가 요청 body에 포함된다","signup API","2026-08-19","passed","2026-08-19","","","",""
"","3","성공 시 statusCode 200을 반환한다","signup API","2026-08-19","passed","2026-08-19","","","",""
"","0","조회할 때마다 독립된 트리를 반환한다 (호출 측 변경이 다음 조회에 영향을 주지 않음)","storageLocation API","2026-08-19","passed","2026-08-19","","","",""
"","2019","모든 값을 올바르게 입력하면 회원가입에 성공하여 /login으로 이동한다","RegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","0","보관위치 순서를 변경하면 성공 응답을 반환한다","storageLocation API","2026-08-19","passed","2026-08-19","","","",""
"","3","토큰 없으면 Authorization 헤더가 없다","api client","2026-08-19","passed","2026-08-19","","","",""
"","10","보관위치가 없으면 안내 문구를 표시한다","StorageLocationTree","2026-08-19","passed","2026-08-19","","","",""
"","0","한글이 포함되면 제거한다","validationRules","2026-08-19","passed","2026-08-19","","sanitizePasswordInput","",""
"","50","첫째 칸을 다 채우면 둘째 칸으로 자동 포커스 이동한다","BusinessNumberInput","2026-08-19","passed","2026-08-19","","","",""
"","303","페이지 번호 버튼을 클릭하면 해당 페이지로 이동한다","DataTable","2026-08-19","passed","2026-08-19","","","",""
"","1","여러 번 호출해도 모두 동일하게 동작한다","requireAuth","2026-08-19","passed","2026-08-19","","","",""
"","161","전체 동의 체크박스를 클릭하면 약관 4개가 모두 체크된다","RegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","1771","이메일 인증을 완료하지 않으면 제출 버튼이 비활성화된다","RegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","89","최상위/하위 보관위치 이름을 렌더링한다","StorageLocationTree","2026-08-19","passed","2026-08-19","","","",""
"","219","비밀번호 규칙을 충족하지 못하면 안내 문구를 표시한다","RegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","303","Turnstile 토큰 없이 로그인 시도하면 에러 메시지가 표시된다","LoginPage","2026-08-19","passed","2026-08-19","","Turnstile (봇 차단)","",""
"","531","""+ 최상위 보관위치 추가""를 클릭하면 새 노드가 생성되고 이름을 입력할 수 있다","StorageLocationTree","2026-08-19","passed","2026-08-19","","","",""
"","49","addon이 주어지면 input과 함께 렌더링된다 (예: 사업장 소재지의 주소검색 버튼)","FormInput","2026-08-19","passed","2026-08-19","","","",""
"","85","이름을 더블클릭하면 수정할 수 있다","StorageLocationTree","2026-08-19","passed","2026-08-19","","","",""
"","141","검색어를 입력만 하고 검색 버튼을 누르지 않으면 getIncomingItems가 재호출되지 않는다","ItemIncomingPendingPage","2026-08-19","passed","2026-08-19","","","",""
"","3","서버 오류 시 에러를 던진다","login API","2026-08-19","passed","2026-08-19","","","",""
"","1","토큰이 없을 때마다 redirect가 호출된다","requireAuth","2026-08-19","passed","2026-08-19","","","",""
"","499","홈 링크와 모든 대메뉴 버튼이 렌더링된다","Sidebar","2026-08-19","passed","2026-08-19","","","",""
"","650","잘못된 인증번호를 확인하면 에러 메시지를 표시한다","RegisterPage","2026-08-19","passed","2026-08-19","","이메일 인증번호","",""
"","1","[TEMP] 항상 성공(true) 응답한다","sendEmailVerificationCode API","2026-08-19","passed","2026-08-19","","","",""
"","272","제목과 준비중 안내 문구를 렌더링한다","SettingsProcessPage","2026-08-19","passed","2026-08-19","","","",""
"","1","sortBy/sortOrder로 오름차순 정렬된 결과를 반환한다","itemIncoming API","2026-08-19","passed","2026-08-19","","","",""
"","1","보관위치를 생성하면 성공 응답을 반환한다","storageLocation API","2026-08-19","passed","2026-08-19","","","",""
"","4","OTP 만료 시 에러를 던진다","otpLogin API","2026-08-19","passed","2026-08-19","","","",""
"","42","인증 중에는 버튼이 disabled 상태다","IdentityVerificationButton","2026-08-19","passed","2026-08-19","","","",""
"","4","보관위치 트리(최상위 2개, 하위 계층 포함)를 조회한다","storageLocation API","2026-08-19","passed","2026-08-19","","","",""
"","16","스크립트가 없으면 head에 <script>를 추가하고 로드 성공 시 resolve한다","loadDaumPostcodeScript","2026-08-19","passed","2026-08-19","","","",""
"","0","최상위 노드를 다른 최상위 노드의 하위로 옮겨 depth를 늘릴 수 있다","moveStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","0","8자 미만이면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidPassword","",""
"","605","Turnstile 인증 성공 시 에러 메시지가 표시되지 않는다","LoginPage","2026-08-19","passed","2026-08-19","","Turnstile (봇 차단)","",""
"","7","accessToken이 없으면 redirect를 throw한다","requireAuth","2026-08-19","passed","2026-08-19","","","",""
"","73","삭제 버튼을 클릭하면 노드(와 하위 노드)가 사라진다","StorageLocationTree","2026-08-19","passed","2026-08-19","","","",""
"","55","getIncomingItems가 실패하면 에러 메시지가 표시된다","ItemIncomingPendingPage","2026-08-19","passed","2026-08-19","","","",""
"","79","현재 경로와 무관한 대메뉴는 초기에 접혀 있다","Sidebar","2026-08-19","passed","2026-08-19","","","",""
"","218","ID 헤더를 클릭하면 오름차순, 다시 클릭하면 내림차순으로 정렬된다","DataTable","2026-08-19","passed","2026-08-19","","","",""
"","1","UTC 날짜시간을 KST YYYY.MM.DD HH:mm 형식으로 변환한다","formatDateTime","2026-08-19","passed","2026-08-19","","","",""
"","7","message가 있으면 기본 색상(red)으로 렌더링된다","BusinessNumberInput","2026-08-19","passed","2026-08-19","","","",""
"","1","UTC 14:59 → KST 23:59 (경계값)","formatDateTime","2026-08-19","passed","2026-08-19","","","",""
"","3","KPMFP 헤더가 요청에 포함된다","login API","2026-08-19","passed","2026-08-19","","","",""
"","198","현재 경로에 해당하는 대메뉴는 초기에 펼쳐진다","Sidebar","2026-08-19","passed","2026-08-19","","","",""
"","4","각 칸은 maxLength(3/2/5)로 제한된다","BusinessNumberInput","2026-08-19","passed","2026-08-19","","","",""
"","15","mode가 'view'이면 주소검색 버튼이 렌더링되지 않는다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","2","특정 노드의 하위(child)로 새 노드를 추가한다 — depth가 계속 늘어날 수 있다","createStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","288","페이지 제목을 렌더링한다","FindAccountPage","2026-08-19","passed","2026-08-19","","","",""
"","4","성공 시 statusCode 200을 반환한다","withdraw API","2026-08-19","passed","2026-08-19","","","",""
"","3","type O 응답 시 token 없이 응답을 반환한다","login API","2026-08-19","passed","2026-08-19","","","",""
"","80","Logout 버튼 클릭 시 로그아웃 처리 및 페이지 이동이 완료된다","Header","2026-08-19","passed","2026-08-19","","","",""
"","5","disabled 시 주소검색 버튼이 렌더링되지 않는다","AddressField","2026-08-19","passed","2026-08-19","","","",""
"","60","본인인증 완료 시 안내 메시지를 표시한다","FindAccountPage","2026-08-19","passed","2026-08-19","","","",""
"","23","로딩 중에는 안내 문구가 표시된다","SettingsStorageLocationPage","2026-08-19","passed","2026-08-19","","","",""
"","48","3칸이 각각 접근성 있게 렌더링된다","BusinessNumberInput","2026-08-19","passed","2026-08-19","","","",""
"","19","사업장 소재지 입력창은 주소검색으로만 채워지고 직접 수정할 수 없다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","0","빈 문자열은 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidRepresentativeName","",""
"","54","label과 input이 접근성 있게 연결되어 렌더링된다","FormInput","2026-08-19","passed","2026-08-19","","","",""
"","74","용량이 상한을 초과한 파일을 첨부하면 오류 문구를 표시한다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","381","페이지당 표시 개수를 10개로 바꾸면 1페이지가 다시 계산되고 총 개수 요약이 갱신된다","DataTable","2026-08-19","passed","2026-08-19","","","",""
"","45","상세주소를 입력하면 onAddressDetailChange가 호출된다","AddressField","2026-08-19","passed","2026-08-19","","","",""
"","4","file prop이 주어지면 파일명을 표시한다","FormFileInput","2026-08-19","passed","2026-08-19","","","",""
"","0","공백이 포함되면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidEmail","",""
"","2221","상세주소를 입력하면 사업장 소재지와 합쳐서 회원가입 요청에 포함된다","RegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","299","제목과 플레이스홀더 컬럼이 렌더링되고, 데이터가 없으면 안내 문구가 표시된다","SafetyHazardousChemicalPage","2026-08-19","passed","2026-08-19","","","",""
"","2","HTTP 에러 응답(500)을 처리한다","api client","2026-08-19","passed","2026-08-19","","","",""
"","5","실패 시 에러를 던진다","login API","2026-08-19","passed","2026-08-19","","","",""
"","118","mode가 'view'이면 형식 오류 안내 문구를 표시하지 않는다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","0","JWT 형식이 아니면 false를 반환한다","isAuthValid","2026-08-19","passed","2026-08-19","","","",""
"","0","UTC 12:30 → KST 21:30 (시간 변환)","formatDateTime","2026-08-19","passed","2026-08-19","","","",""
"","0","보관위치 이름을 변경하면 성공 응답을 반환한다","storageLocation API","2026-08-19","passed","2026-08-19","","","",""
"","379","제목과 물품 목록이 렌더링된다","ItemRegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","20","주소 선택 완료 시 도로명주소를 onComplete로 전달하고 상태가 idle로 돌아온다","useAddressSearch","2026-08-19","passed","2026-08-19","","","",""
"","138","체크박스로 행을 선택하고, 전체 선택 체크박스로 모든 행을 선택할 수 있다","DataTable","2026-08-19","passed","2026-08-19","","","",""
"","0","숫자 이외의 문자가 포함되면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidBusinessNumber","",""
"","0","한글 자모가 포함되면 제거한다","validationRules","2026-08-19","passed","2026-08-19","","removeHangul","",""
"","17","데이터가 없으면 안내 문구가 표시된다","DataTable","2026-08-19","passed","2026-08-19","","","",""
"","0","BUSINESS_NUMBER_RULE_MESSAGE는 규칙 안내 문구를 담고 있다","validationRules","2026-08-19","passed","2026-08-19","","","",""
"","0","whitespace만 있으면 false를 반환한다","isAuthValid","2026-08-19","passed","2026-08-19","","","",""
"","4","파일명 표시 input은 항상 disabled 상태라 사용자가 직접 수정할 수 없다","FormFileInput","2026-08-19","passed","2026-08-19","","","",""
"","6","네트워크 에러 시 사용자 친화적인 공통 메시지로 대체한다","api client","2026-08-19","passed","2026-08-19","","","",""
"","2","잘못된 OTP 코드 시 에러를 던진다","otpLogin API","2026-08-19","passed","2026-08-19","","","",""
"","34","조회가 실패하면 에러 메시지가 표시된다","SettingsStorageLocationPage","2026-08-19","passed","2026-08-19","","","",""
"","0","Date 객체도 입력받을 수 있다","formatDateTime","2026-08-19","passed","2026-08-19","","","",""
"","297","제목과 플레이스홀더 컬럼이 렌더링되고, 데이터가 없으면 안내 문구가 표시된다","SafetySpecialSubstancePage","2026-08-19","passed","2026-08-19","","","",""
"","6","파일 미선택 시 안내 문구를 표시한다","FormFileInput","2026-08-19","passed","2026-08-19","","","",""
"","5","상세주소는 100자를 초과하여 입력할 수 없다","AddressField","2026-08-19","passed","2026-08-19","","","",""
"","4","토큰 삭제 후 다시 requireAuth를 호출하면 redirect된다","requireAuth","2026-08-19","passed","2026-08-19","","","",""
"","204","대메뉴 버튼 클릭 시 소메뉴가 토글된다","Sidebar","2026-08-19","passed","2026-08-19","","","",""
"","109","대표자명에 허용되지 않는 특수문자가 포함되면 형식 오류 안내 문구를 표시한다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","0","여러 id를 한 번에 삭제할 수 있다","deleteStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","239","제목과 준비중 안내 문구를 렌더링한다","SettingsCategoryPage","2026-08-19","passed","2026-08-19","","","",""
"","4","message가 없으면 하단 문구를 렌더링하지 않는다","FormInput","2026-08-19","passed","2026-08-19","","","",""
"","7","호출할 때마다 서로 다른 id를 발급한다","createTempStorageLocationId","2026-08-19","passed","2026-08-19","","","",""
"","2","유효하지 않은 입력으로 가입하면 에러를 던진다","signup API","2026-08-19","passed","2026-08-19","","","",""
"","118","기존 계정이 없으면 confirm 없이 인증이 완료된다","RegisterPage","2026-08-19","passed","2026-08-19","","본인인증 후 기존 계정 확인","",""
"","1","UTC 14:59 → KST 23:59 (같은 날)","formatDate","2026-08-19","passed","2026-08-19","","","",""
"","3","setLoggedIn(true)는 isLoggedIn을 true로 만든다","authStore","2026-08-19","passed","2026-08-19","","","",""
"","101","대표자명에 숫자가 포함되어도 통과한다 (공동대표 번호 표기 대응)","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","0","만료된 토큰이면 false를 반환한다","isAuthValid","2026-08-19","passed","2026-08-19","","","",""
"","599","인증번호 확인 실패 후 이메일을 수정하면 에러 메시지가 사라진다","RegisterPage","2026-08-19","passed","2026-08-19","","이메일 인증번호","",""
"","27","UTC 날짜를 KST YYYY.MM.DD 형식으로 변환한다","formatDate","2026-08-19","passed","2026-08-19","","","",""
"","4","labelDescription이 없으면 렌더링하지 않는다","FormFileInput","2026-08-19","passed","2026-08-19","","","",""
"","0","[TEMP] 항상 성공(true) 응답한다","deleteExistingAccount API","2026-08-19","passed","2026-08-19","","","",""
"","3","required가 없으면 필수 표시가 렌더링되지 않는다","BusinessNumberInput","2026-08-19","passed","2026-08-19","","","",""
"","113","본인인증 전에는 이름/휴대폰번호/생년월일/성별 입력란에 안내 placeholder가 표시되고 비활성화된다","RegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","28","이미지 파일(JPG)은 위변조 방지를 위해 첨부할 수 없다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","0","영문 이름은 통과한다","validationRules","2026-08-19","passed","2026-08-19","","isValidRepresentativeName","",""
"","0","@가 없으면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidEmail","",""
"","3","올바른 형식의 이메일은 통과한다","validationRules","2026-08-19","passed","2026-08-19","","isValidEmail","",""
"","6","required가 true이면 라벨 옆에 필수 표시가 렌더링되고 label 접근성 텍스트는 그대로 유지된다","FormInput","2026-08-19","passed","2026-08-19","","","",""
"","175","검색어를 입력만 하고 검색 버튼을 누르지 않으면 getItems가 재호출되지 않는다","ItemRegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","29","파일이 없으면 삭제 버튼이 렌더링되지 않는다","FormFileInput","2026-08-19","passed","2026-08-19","","","",""
"","1","윤년 2월을 처리한다","formatDate","2026-08-19","passed","2026-08-19","","","",""
"","1954","핸드폰인증을 완료하지 않으면 제출 버튼이 비활성화된다","RegisterPage","2026-08-19","passed","2026-08-19","","","",""
"","0","영문·숫자·특수문자는 그대로 유지한다","validationRules","2026-08-19","passed","2026-08-19","","sanitizePasswordInput","",""
"","0","공백/하이픈/따옴표가 포함되어도 통과한다","validationRules","2026-08-19","passed","2026-08-19","","isValidRepresentativeName","",""
"","0","하위 노드의 이름을 변경해도 형제 순서는 유지된다","renameStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","5","HTTP 에러 응답(401)을 처리한다","api client","2026-08-19","passed","2026-08-19","","","",""
"","46","Authorization 헤더에 sessionStorage 토큰을 자동으로 포함한다","api client","2026-08-19","passed","2026-08-19","","","",""
"","102","기존 계정 확인 중 오류가 발생하면 오류 메시지를 표시하고 인증을 완료하지 않는다","RegisterPage","2026-08-19","passed","2026-08-19","","본인인증 후 기존 계정 확인","",""
"","1","page로 다음 페이지 데이터를 슬라이싱한다","item API","2026-08-19","passed","2026-08-19","","","",""
"","0","Date 객체도 입력받을 수 있다","formatDate","2026-08-19","passed","2026-08-19","","","",""
"","272","여러 대메뉴를 동시에 펼칠 수 있다","Sidebar","2026-08-19","passed","2026-08-19","","","",""
"","66","label과 checkbox가 접근성 있게 연결되어 렌더링된다","FormCheckbox","2026-08-19","passed","2026-08-19","","","",""
"","0","숫자·기호만으로는 실패한다 (한글/영문 미포함)","validationRules","2026-08-19","passed","2026-08-19","","isValidRepresentativeName","",""
"","197","이메일 형식이 아니면 alert로 안내하고 로그인 요청을 보내지 않는다","LoginPage","2026-08-19","passed","2026-08-19","","로그인 폼 (UI 및 입력)","",""
"","238","설정 대메뉴를 펼치면 하위 메뉴 6개가 모두 노출된다","Sidebar","2026-08-19","passed","2026-08-19","","","",""
"","0","길이 상한 없이 통과한다 (조합/최대 길이 필수 규칙 삭제됨)","validationRules","2026-08-19","passed","2026-08-19","","isValidPassword","",""
"","68","사업자등록증 파일명은 첨부 후 비활성화된 입력창에 표시된다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","3","messageColor를 지정하면 해당 색상 클래스가 적용된다","BusinessNumberInput","2026-08-19","passed","2026-08-19","","","",""
"","0","허용되지 않는 형식이면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidBusinessRegistrationFile","",""
"","0","월/일 경계값을 처리한다 (월 말일)","formatDate","2026-08-19","passed","2026-08-19","","","",""
"","0","공백이 포함되면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidPassword","",""
"","0","다른 부모의 하위로 옮긴다 (재배치) — 원래 부모의 children에서는 제거된다","moveStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","7","message가 있으면 기본 색상(red)으로 렌더링된다","FormFileInput","2026-08-19","passed","2026-08-19","","","",""
"","187","노드의 ""하위 위치 추가"" 버튼을 클릭하면 그 노드의 자식으로 새 노드가 추가된다 (depth 증가)","StorageLocationTree","2026-08-19","passed","2026-08-19","","","",""
"","0","한글이 없으면 그대로 반환한다","validationRules","2026-08-19","passed","2026-08-19","","removeHangul","",""
"","5","messageColor를 지정하면 해당 색상 클래스가 적용된다","FormFileInput","2026-08-19","passed","2026-08-19","","","",""
"","268","TEMP: 이메일과 비밀번호를 입력하고 제출하면 항상 로그인에 성공하여 /main으로 이동한다","LoginPage","2026-08-19","passed","2026-08-19","","로그인 폼 (UI 및 입력)","",""
"","0","공백이 포함되면 제거한다","validationRules","2026-08-19","passed","2026-08-19","","sanitizePasswordInput","",""
"","6","라벨 옆에 필수 입력 표시(*)가 렌더링되지 않는다","LoginPage","2026-08-19","passed","2026-08-19","","로그인 폼 (UI 및 입력)","",""
"","0","유효한 JWT 토큰이 있으면 true를 반환한다","isAuthValid","2026-08-19","passed","2026-08-19","","","",""
"","207","로그인 상태면 Logout 버튼을 보여준다","Header","2026-08-19","passed","2026-08-19","","","",""
"","0","sortBy/sortOrder로 내림차순 정렬된 결과를 반환한다","item API","2026-08-19","passed","2026-08-19","","","",""
"","0","허용되지 않는 특수문자가 포함되면 실패한다","validationRules","2026-08-19","passed","2026-08-19","","isValidRepresentativeName","",""
"","5","disabled가 true이면 checkbox가 비활성화된다","FormCheckbox","2026-08-19","passed","2026-08-19","","","",""
"","7","redirect는 /login으로 이동시킨다","requireAuth","2026-08-19","passed","2026-08-19","","","",""
"","0","EMAIL_RULE_MESSAGE는 규칙 안내 문구를 담고 있다","validationRules","2026-08-19","passed","2026-08-19","","","",""
"","1","같은 부모 안에서 순서만 바꾼다","moveStorageLocationNode","2026-08-19","passed","2026-08-19","","","",""
"","0","앞뒤 공백은 제거한 뒤 검사한다","validationRules","2026-08-19","passed","2026-08-19","","isValidRepresentativeName","",""
"","61","회원가입 버튼을 클릭하면 /register로 이동한다","LoginPage","2026-08-19","passed","2026-08-19","","회원가입 이동","",""
"","0","[TEMP] 항상 성공(true) 응답한다","verifyEmailVerificationCode API","2026-08-19","passed","2026-08-19","","","",""
"","5","ref를 전달하면 input DOM에 연결된다 (마운트 시 자동 포커스 등에서 활용)","FormInput","2026-08-19","passed","2026-08-19","","","",""
"","2","[TEMP] 항상 기존 계정이 존재하지 않는다(exists: false)고 응답한다","checkExistingAccount API","2026-08-19","passed","2026-08-19","","","",""
"","0","EMAIL_CODE_RULE_MESSAGE는 규칙 안내 문구를 담고 있다","validationRules","2026-08-19","passed","2026-08-19","","","",""
"","0","BUSINESS_REGISTRATION_FILE_RULE_MESSAGE는 규칙 안내 문구를 담고 있다","validationRules","2026-08-19","passed","2026-08-19","","","",""
"","5","응답 본문이 JSON이 아니면 원본 파싱 에러 대신 공통 메시지를 던진다","api client","2026-08-19","passed","2026-08-19","","","",""
"","3","스크립트 로드에 실패하면 reject한다","loadDaumPostcodeScript","2026-08-19","passed","2026-08-19","","","",""
"","338","사업자등록번호를 일부만 입력하면 형식 오류 안내 문구를 표시한다","BusinessRegistrationSection","2026-08-19","passed","2026-08-19","","","",""
"","359","SDK 호출이 취소되면 에러를 표시한다","IdentityVerificationButton","2026-08-19","passed","2026-08-19","","","",""
"","0","숫자가 포함되어도 통과한다 (공동대표 번호 표기 대응)","validationRules","2026-08-19","passed","2026-08-19","","isValidRepresentativeName","",""
