"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","토큰 없으면 Authorization 헤더가 없다","api client","2026-07-30","passed","2026-07-30","","","",""
"","117","검색어를 입력만 하고 검색 버튼을 누르지 않으면 getIncomingItems가 재호출되지 않는다","ItemIncomingPendingPage","2026-07-30","passed","2026-07-30","","","",""
"","46","로딩 중에는 안내 문구가 표시된다","ItemIncomingPendingPage","2026-07-30","passed","2026-07-30","","","",""
"","0","UTC 날짜시간을 KST YYYY.MM.DD HH:mm 형식으로 변환한다","formatDateTime","2026-07-30","passed","2026-07-30","","","",""
"","0","UTC 15:00 → KST 다음날 00:00로 변환된다 (경계값)","formatDateTime","2026-07-30","passed","2026-07-30","","","",""
"","2","서버 오류 시 에러를 던진다","login API","2026-07-30","passed","2026-07-30","","","",""
"","44","getIncomingItems가 실패하면 에러 메시지가 표시된다","ItemIncomingPendingPage","2026-07-30","passed","2026-07-30","","","",""
"","0","윤년 2월을 처리한다","formatDate","2026-07-30","passed","2026-07-30","","","",""
"","236","검색어를 입력하고 검색 버튼을 누르면 getIncomingItems가 새 keyword로 재호출된다","ItemIncomingPendingPage","2026-07-30","passed","2026-07-30","","","",""
"","44","getItems가 실패하면 에러 메시지가 표시된다","ItemRegisterPage","2026-07-30","passed","2026-07-30","","","",""
"","27","Authorization 헤더에 sessionStorage 토큰을 자동으로 포함한다","api client","2026-07-30","passed","2026-07-30","","","",""
"","3","소메뉴가 없는 경로는 빈 Set을 반환한다","getInitiallyExpandedKeys","2026-07-30","passed","2026-07-30","","","",""
"","309","제목과 물품 목록이 렌더링된다","ItemRegisterPage","2026-07-30","passed","2026-07-30","","","",""
"","10","Turnstile 인증 실패 시 에러 메시지가 표시된다","LoginPage","2026-07-30","passed","2026-07-30","","Turnstile (봇 차단)","",""
"","210","Turnstile 토큰 없이 로그인 시도하면 에러 메시지가 표시된다","LoginPage","2026-07-30","passed","2026-07-30","","Turnstile (봇 차단)","",""
"","0","UTC 14:59 → KST 23:59 (경계값)","formatDateTime","2026-07-30","passed","2026-07-30","","","",""
"","188","TEMP: 이메일과 비밀번호를 입력하고 제출하면 항상 로그인에 성공하여 /main으로 이동한다","LoginPage","2026-07-30","passed","2026-07-30","","로그인 폼 (UI 및 입력)","",""
"","156","업로드 버튼으로 파일을 선택하면 파일명이 표시된다","SafetyMsdsPage","2026-07-30","passed","2026-07-30","","","",""
"","111","헤더와 전체 행을 렌더링한다 (기본 페이지 크기 50 — 12건이라 1페이지에 모두 표시)","DataTable","2026-07-30","passed","2026-07-30","","","",""
"","4","기본 조회 시 전체 6건을 원래 순서대로 반환한다","itemIncoming API","2026-07-30","passed","2026-07-30","","","",""
"","0","JWT 형식이 아닌 토큰은 거부한다","requireAuth","2026-07-30","passed","2026-07-30","","","",""
"","0","알 수 없는 경로는 빈 Set을 반환한다","getInitiallyExpandedKeys","2026-07-30","passed","2026-07-30","","","",""
"","4","모든 네비게이션 링크가 렌더링된다","Header","2026-07-30","passed","2026-07-30","","","",""
"","2","OTP 로그인 요청에 Authorization 헤더가 포함되지 않는다","otpLogin API","2026-07-30","passed","2026-07-30","","","",""
"","41","Logout 버튼 클릭 시 로그아웃 처리 및 페이지 이동이 완료된다","Header","2026-07-30","passed","2026-07-30","","","",""
"","39","본인인증 SDK 호출 중 에러 메시지를 표시한다","LoginPage","2026-07-30","passed","2026-07-30","","본인인증","",""
"","42","로딩 중에는 안내 문구가 표시된다","ItemRegisterPage","2026-07-30","passed","2026-07-30","","","",""
"","0","빈 문자열 토큰도 없는 것으로 간주한다","requireAuth","2026-07-30","passed","2026-07-30","","","",""
"","45","본인인증 SDK 호출이 취소되면 에러를 표시한다","LoginPage","2026-07-30","passed","2026-07-30","","본인인증","",""
"","0","JWT 형식이 아니면 false를 반환한다","isAuthValid","2026-07-30","passed","2026-07-30","","","",""
"","240","페이지당 표시 개수를 10개로 바꾸면 1페이지가 다시 계산되고 총 개수 요약이 갱신된다","DataTable","2026-07-30","passed","2026-07-30","","","",""
"","0","Date 객체도 입력받을 수 있다","formatDate","2026-07-30","passed","2026-07-30","","","",""
"","0","UTC 15:00 → KST 다음날로 변환된다 (경계값)","formatDate","2026-07-30","passed","2026-07-30","","","",""
"","3","accessToken이 없으면 redirect를 throw한다","requireAuth","2026-07-30","passed","2026-07-30","","","",""
"","434","제목과 컬럼, 샘플 데이터가 렌더링된다","SafetyMsdsPage","2026-07-30","passed","2026-07-30","","","",""
"","0","sortBy/sortOrder로 오름차순 정렬된 결과를 반환한다","itemIncoming API","2026-07-30","passed","2026-07-30","","","",""
"","2","에러 배열이 비어있으면 기본 에러 메시지를 사용한다","api client","2026-07-30","passed","2026-07-30","","","",""
"","29","type T 응답 시 token을 포함한 응답을 반환한다","login API","2026-07-30","passed","2026-07-30","","","",""
"","43","로그인 상태가 아니면 Login 링크를 보여준다","Header","2026-07-30","passed","2026-07-30","","","",""
"","2","잘못된 OTP 코드 시 에러를 던진다","otpLogin API","2026-07-30","passed","2026-07-30","","","",""
"","127","체크박스를 클릭하면 해당 행이 선택된다","ItemIncomingPendingPage","2026-07-30","passed","2026-07-30","","","",""
"","1","page로 다음 페이지 데이터를 슬라이싱한다","item API","2026-07-30","passed","2026-07-30","","","",""
"","0","기관관리 소메뉴 경로면 institution 그룹만 펼쳐진다","getInitiallyExpandedKeys","2026-07-30","passed","2026-07-30","","","",""
"","64","확인 버튼 클릭 시 SMILES를 onConfirm으로 전달한다","KetcherLoader","2026-07-30","passed","2026-07-30","","","",""
"","2","성공 시 statusCode 200을 반환한다","signup API","2026-07-30","passed","2026-07-30","","","",""
"","188","대메뉴 버튼 클릭 시 소메뉴가 토글된다","Sidebar","2026-07-30","passed","2026-07-30","","","",""
"","4","실패 시 에러를 던진다","login API","2026-07-30","passed","2026-07-30","","","",""
"","3","POST 요청 시 본문을 JSON으로 전송한다","api client","2026-07-30","passed","2026-07-30","","","",""
"","0","whitespace만 있는 토큰도 없는 것으로 간주한다","requireAuth","2026-07-30","passed","2026-07-30","","","",""
"","1","UTC 14:59 → KST 23:59 (같은 날)","formatDate","2026-07-30","passed","2026-07-30","","","",""
"","0","스토어는 여러 상태 변경을 지원한다","authStore","2026-07-30","passed","2026-07-30","","","",""
"","147","""다음 페이지"" 클릭 시 getIncomingItems가 다음 page로 재호출된다","ItemIncomingPendingPage","2026-07-30","passed","2026-07-30","","","",""
"","0","범위를 넘는 page를 요청하면 빈 배열을 반환하지만 statusCode는 200이다","item API","2026-07-30","passed","2026-07-30","","","",""
"","2","statusCode가 200이 아니면 에러를 던진다","api client","2026-07-30","passed","2026-07-30","","","",""
"","190","제목과 준비중 안내 문구를 렌더링한다","InstitutionInfoPage","2026-07-30","passed","2026-07-30","","","",""
"","184","ID 헤더를 클릭하면 오름차순, 다시 클릭하면 내림차순으로 정렬된다","DataTable","2026-07-30","passed","2026-07-30","","","",""
"","1","redirect는 /login으로 이동시킨다","requireAuth","2026-07-30","passed","2026-07-30","","","",""
"","2","OTP 만료 시 에러를 던진다","otpLogin API","2026-07-30","passed","2026-07-30","","","",""
"","190","제목과 준비중 안내 문구를 렌더링한다","InstitutionLocationPage","2026-07-30","passed","2026-07-30","","","",""
"","2","setLoggedIn(true)는 isLoggedIn을 true로 만든다","authStore","2026-07-30","passed","2026-07-30","","","",""
"","12","Turnstile 인증 만료 시 에러 메시지가 표시된다","LoginPage","2026-07-30","passed","2026-07-30","","Turnstile (봇 차단)","",""
"","0","UTC 23:00 → KST 다음날 08:00","formatDateTime","2026-07-30","passed","2026-07-30","","","",""
"","0","만료된 JWT 토큰은 거부한다","requireAuth","2026-07-30","passed","2026-07-30","","","",""
"","2","성공 시 token을 포함한 응답을 반환한다","otpLogin API","2026-07-30","passed","2026-07-30","","","",""
"","0","UTC 23:59 → KST 다음날 08:59","formatDate","2026-07-30","passed","2026-07-30","","","",""
"","3","HTTP 에러 응답(401)을 처리한다","api client","2026-07-30","passed","2026-07-30","","","",""
"","2","중복 이메일로 가입하면 에러를 던진다","signup API","2026-07-30","passed","2026-07-30","","","",""
"","0","sortBy/sortOrder로 내림차순 정렬된 결과를 반환한다","itemIncoming API","2026-07-30","passed","2026-07-30","","","",""
"","2","HTTP 에러 응답(500)을 처리한다","api client","2026-07-30","passed","2026-07-30","","","",""
"","25","isOpen=false이면 렌더링하지 않는다","KetcherLoader","2026-07-30","passed","2026-07-30","","","",""
"","0","연도 경계값을 처리한다 (12월 31일)","formatDate","2026-07-30","passed","2026-07-30","","","",""
"","2","토큰 없으면 401 에러를 던진다","changePassword API","2026-07-30","passed","2026-07-30","","","",""
"","91","현재 경로에 해당하는 대메뉴는 초기에 펼쳐진다","Sidebar","2026-07-30","passed","2026-07-30","","","",""
"","123","체크박스로 행을 선택하고, 전체 선택 체크박스로 모든 행을 선택할 수 있다","DataTable","2026-07-30","passed","2026-07-30","","","",""
"","48","Logout 버튼 클릭 시 isLoggedIn이 false가 된다","Header","2026-07-30","passed","2026-07-30","","","",""
"","0","물품관리 소메뉴 경로면 items 그룹만 펼쳐진다","getInitiallyExpandedKeys","2026-07-30","passed","2026-07-30","","","",""
"","0","토큰 삭제 후 다시 requireAuth를 호출하면 redirect된다","requireAuth","2026-07-30","passed","2026-07-30","","","",""
